sample_id,subject,predicate,predicate_code,correct_answer,culture,country,prediction,extracted_answer,exact_match,overlap
P103_general_ARAB_REGION_866,Aisha Al-Mana,Native language,P103,['Arabic'],Arab,Syria,"Arabic

The answer is indeed Arabic. Aisha Al-Mana is a well-known Egyptian actress, and Arabic is the primary language spoken in Egypt. 

To provide more context:
- Aisha Al-Mana was born in Cairo, Egypt.
-",Arabic,1.0,1.0
P103_general_ARAB_REGION_867,Muḥammad Muḥyī al-Dīn ʻAbd al-Ḥamīd,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"To determine the native language of Muḥammad Muḥyī al-Dīn ʻAbd al-Ḥamīd, we need to gather information about him. Unfortunately, there is limited public information available about this specific individual.","To determine the native language of Muḥammad Muḥyī al-Dīn ʻAbd al-Ḥamīd, we need to gather information about him. Unfortunately, there is limited public information available about this specific individual",0.0,0.0
P103_general_ARAB_REGION_868,Karim Rashid,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"Arabic

Karim Rashid is a renowned designer and architect known for his work in various fields. While his primary language of communication and professional activities is English, his native language is Arabic. 

To provide more context:
- Karim Rashid was",Arabic,1.0,1.0
P103_general_ARAB_REGION_869,Hamed Abu Ahmed,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"Arabic

Justification:
Hamed Abu Ahmed is a well-known Egyptian actor and comedian. In Egypt, Arabic is the official and primary language spoken by the majority of the population. Therefore, it is safe to assume that his native language is Arabic.",Arabic,1.0,1.0
P103_general_ARAB_REGION_870,Farid al-Jallad,Native language,P103,['Arabic'],Arab,Unknown Country,"Arabic

Farid al-Jallad is a researcher and expert in the field of ancient Semitic languages, particularly focusing on the Aramaic language. Given his expertise and the nature of his work, it is highly likely that his native language is",Arabic,1.0,1.0
P103_general_ARAB_REGION_871,Mohamed Sherif Pasha,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"Arabic

Mohamed Sherif Pasha was an Egyptian military and political figure who lived during the late 19th and early 20th centuries. The primary language spoken in Egypt and the broader Arab world during that time was Arabic. Therefore",Arabic,1.0,1.0
P103_general_ARAB_REGION_872,Laila Shereen Sakr,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"Arabic

Laila Shereen Sakr is a Palestinian actress, writer, and director. Arabic is the primary language spoken in the Arab world, including Palestine, where she is from. Therefore, her native language is Arabic. 

To provide",Arabic,1.0,1.0
P103_general_ARAB_REGION_873,Muḥammad Tawfīq Rakhāwī,Native language,P103,['Arabic'],Arab,Egypt,"To determine the native language of Muḥammad Tawfīq Rakhāwī, we need to gather information about him. Unfortunately, there is limited public information available about this specific individual. However, we can make an educated guess based","To determine the native language of Muḥammad Tawfīq Rakhāwī, we need to gather information about him. Unfortunately, there is limited public information available about this specific individual. However, we can make an educated guess based",0.0,0.0
P103_general_ARAB_REGION_874,Issa Al-Ghaith,Native language,P103,['Arabic'],Arab,Syria,"Arabic

Issa Al-Ghaith is a Palestinian poet, writer, and translator. Arabic is the primary language spoken in the region where he is from and is also his native language. 

To provide more context:
- Issa Al-Gha",Arabic,1.0,1.0
P103_general_ARAB_REGION_875,Khayr al-Din al-Zirikli,Native language,P103,['Arabic'],Arab,South Sudan,"Arabic

Khayr al-Din al-Zirikli was a prominent Ottoman Turkish scholar and writer who lived in the 16th and 17th centuries. The primary language of the Ottoman Empire, including the time period in which",Arabic,1.0,1.0
P103_general_ARAB_REGION_876,Husam Abu al-Bukhari,Native language,P103,['Arabic'],Arab,Egypt,"Arabic

Husam Abu al-Bukhari is a Palestinian poet and writer, and Arabic is the primary language spoken in the region where he is from. Therefore, it is safe to assume that his native language is Arabic. 

To provide more",Arabic,1.0,1.0
P103_general_ARAB_REGION_877,Abdel-Bari Zamzami,Native language,P103,['Arabic'],Arab,Kuwait,"Arabic

Abdel-Bari Zamzami is a Moroccan journalist, writer, and political activist who is known for his work in Arabic. Given that he is from Morocco, it is likely that his native language is Arabic, as it is the primary",Arabic,1.0,1.0
P103_general_ARAB_REGION_878,Mohamed Moncef Ouerghi,Native language,P103,['Arabic'],Arab,Unknown Country,"Arabic

Mohamed Moncef Ouerghi is a Moroccan politician who has served as the Minister of Energy, Mines and Water in the Moroccan government. Given that Morocco is a predominantly Arab-speaking country, it is highly likely that his native language is Arabic",Arabic,1.0,1.0
P103_general_ARAB_REGION_879,Ilyas El Omari,Native language,P103,['Berber'],Arab,Kuwait,"Arabic

Ilyas El Omari is a well-known Egyptian actor, comedian, and writer. Arabic is the primary language spoken in Egypt, and it is also the native language of many Egyptians, including Ilyas El Omari. 

To",Arabic,0.0,0.0
P103_general_ARAB_REGION_880,Mona Seif,Native language,P103,['Arabic'],Arab,Egypt,"Arabic Mona Seif is a Palestinian actress and singer, and her native language is Arabic. She was born in Jerusalem, Palestine, and grew up speaking Arabic as her first language. While she may also be proficient in other languages, Arabic is her native","Arabic Mona Seif is a Palestinian actress and singer, and her native language is Arabic. She was born in Jerusalem, Palestine, and grew up speaking Arabic as her first language. While she may also be proficient in other languages, Arabic is her native",0.0,1.0
P103_general_ARAB_REGION_881,Khalid A. Al-Falih,Native language,P103,['Arabic'],Arab,Syria,"Arabic

Khalid A. Al-Falih is a Saudi Arabian official, and Arabic is the primary language spoken in Saudi Arabia. Therefore, it is reasonable to conclude that his native language is Arabic. 

To provide more context, Khalid",Arabic,1.0,1.0
P103_general_ARAB_REGION_882,Merebbi Rebbu,Native language,P103,['Arabic'],Arab,Kuwait,"The native language of Merebbi Rebbu is Hebrew.

To provide more context and detail:

1. Merebbi Rebbu is a term used in Jewish religious texts, particularly in the context of the Temple in Jerusalem. It",The native language of Merebbi Rebbu is Hebrew,0.0,0.0
P103_general_ARAB_REGION_883,Youssef Aït Bennasser,Native language,P103,['Berber'],Arab,Kuwait,"Arabic

The answer is correct based on the information provided. Youssef Aït Bennasser is a Moroccan footballer, and the primary language spoken in Morocco is Arabic. Therefore, it is reasonable to conclude that his native language is Arabic.",Arabic,0.0,0.0
P103_general_ARAB_REGION_884,Shalih bin Abdullah Al-Ushaimi,Native language,P103,['Arabic'],Arab,Syria,"Arabic

Shalih bin Abdullah Al-Ushaimi is a person, and the native language of a person is typically the language they speak from birth or the language they grew up with. Arabic is the native language of many people in the Middle",Arabic,1.0,1.0
P103_general_ARAB_REGION_885,Kujuk,Native language,P103,['Arabic'],Arab,Egypt,"To determine the native language of Kujuk, we would need more specific information about Kujuk. Kujuk could refer to various entities such as a person, place, or thing, and the language spoken would vary depending on the context.","To determine the native language of Kujuk, we would need more specific information about Kujuk. Kujuk could refer to various entities such as a person, place, or thing, and the language spoken would vary depending on the context",0.0,0.0
P103_general_ARAB_REGION_886,Sanaa Seif,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"To determine the native language of Sanaa Seif, we would need specific information about Sanaa Seif. Sanaa Seif could be a person from any country, and their native language would depend on their place of origin. Without","To determine the native language of Sanaa Seif, we would need specific information about Sanaa Seif. Sanaa Seif could be a person from any country, and their native language would depend on their place of origin. Without",0.0,0.0
P103_general_ARAB_REGION_887,Issam El Adoua,Native language,P103,['Berber'],Arab,Kuwait,"To determine the native language of Issam El Adoua, we would need to have reliable information about him. Unfortunately, the provided name does not correspond to a well-known public figure or context that would allow us to confidently state his native language.","To determine the native language of Issam El Adoua, we would need to have reliable information about him. Unfortunately, the provided name does not correspond to a well-known public figure or context that would allow us to confidently state his native language",0.0,0.0
P103_general_ARAB_REGION_888,Shwikar,Native language,P103,['Arabic'],Arab,Egypt,"To determine the native language of Shwikar, we would need more specific information about Shwikar. Shwikar could be a person, place, or something else. Without additional context, it's impossible to know the native language of Shwik","To determine the native language of Shwikar, we would need more specific information about Shwikar. Shwikar could be a person, place, or something else. Without additional context, it's impossible to know the native language of Shwik",0.0,0.0
P103_general_ARAB_REGION_889,Najoua Belyzel,Native language,P103,['Berber'],Arab,Kuwait,"Arabic

Najoua Belyzel is a Moroccan singer and actress, and Arabic is the native language of Morocco. Therefore, the native language of Najoua Belyzel is Arabic. 

Additional context: While Najoua Bely",Arabic,0.0,0.0
P103_general_ARAB_REGION_890,Abdul Majeed bin Abdulaziz Al Saud,Native language,P103,['Arabic'],Arab,Syria,"Arabic

Abdul Majeed bin Abdulaziz Al Saud is the son of King Abdulaziz bin Abdul Rahman Al Saud, the founder of the Kingdom of Saudi Arabia. Saudi Arabia is a predominantly Arab country, and the primary language spoken",Arabic,1.0,1.0
P103_general_ARAB_REGION_891,Muhammad Fadhel al-Jamali,Native language,P103,['Arabic'],Arab,Unknown Country,"Arabic

The answer is correct based on the information provided. Muhammad Fadhel al-Jamali is a well-known Iraqi politician and journalist, and Arabic is the primary language spoken in Iraq. Therefore, it is reasonable to conclude that his native language",Arabic,1.0,1.0
